Indicator,Country,Date,value
"Cumulative number of probable Ebola deaths",Spain,2014-11-05,0.0
"Cumulative number of suspected Ebola deaths",Spain,2014-11-05,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-05,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2014-11-05,1.0
"Cumulative number of probable Ebola deaths","United States of America",2014-11-05,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2014-11-05,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2014-11-05,1.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2014-11-05,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2014-11-05,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2014-11-05,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-05,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2014-11-05,0.0
"Cumulative number of probable Ebola deaths",Senegal,2014-11-05,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2014-11-05,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-05,0.0
"Cumulative number of confirmed Ebola cases",Guinea,2014-11-07,1479.0
"Cumulative number of probable Ebola cases",Guinea,2014-11-07,204.0
"Cumulative number of suspected Ebola cases",Guinea,2014-11-07,77.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-07,1760.0
"Cumulative number of confirmed Ebola cases",Liberia,2014-11-07,2514.0
"Cumulative number of probable Ebola cases",Liberia,2014-11-07,1629.0
"Cumulative number of suspected Ebola cases",Liberia,2014-11-07,2476.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-07,6619.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2014-11-07,4149.0
"Cumulative number of probable Ebola cases","Sierra Leone",2014-11-07,79.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2014-11-07,634.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2014-11-07,4862.0
"Cumulative number of confirmed Ebola cases",Mali,2014-11-07,1.0
"Cumulative number of probable Ebola cases",Mali,2014-11-07,0.0
"Cumulative number of suspected Ebola cases",Mali,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-07,1.0
"Cumulative number of confirmed Ebola cases",Spain,2014-11-07,1.0
"Cumulative number of probable Ebola cases",Spain,2014-11-07,0.0
"Cumulative number of suspected Ebola cases",Spain,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-07,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2014-11-07,4.0
"Cumulative number of probable Ebola cases","United States of America",2014-11-07,0.0
"Cumulative number of suspected Ebola cases","United States of America",2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2014-11-07,4.0
"Cumulative number of confirmed Ebola cases",Nigeria,2014-11-07,19.0
"Cumulative number of probable Ebola cases",Nigeria,2014-11-07,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-07,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2014-11-07,1.0
"Cumulative number of probable Ebola cases",Senegal,2014-11-07,0.0
"Cumulative number of suspected Ebola cases",Senegal,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-07,1.0
"Cumulative number of confirmed Ebola deaths",Guinea,2014-11-07,850.0
"Cumulative number of probable Ebola deaths",Guinea,2014-11-07,204.0
"Cumulative number of suspected Ebola deaths",Guinea,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-07,1054.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-07,2766.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2014-11-07,921.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2014-11-07,174.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2014-11-07,35.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2014-11-07,1130.0
"Cumulative number of confirmed Ebola deaths",Mali,2014-11-07,1.0
"Cumulative number of probable Ebola deaths",Mali,2014-11-07,0.0
"Cumulative number of suspected Ebola deaths",Mali,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-07,1.0
"Cumulative number of confirmed Ebola deaths",Spain,2014-11-07,0.0
"Cumulative number of probable Ebola deaths",Spain,2014-11-07,0.0
"Cumulative number of suspected Ebola deaths",Spain,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-07,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2014-11-07,1.0
"Cumulative number of probable Ebola deaths","United States of America",2014-11-07,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2014-11-07,1.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2014-11-07,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2014-11-07,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-07,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2014-11-07,0.0
"Cumulative number of probable Ebola deaths",Senegal,2014-11-07,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2014-11-07,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-07,0.0
"Cumulative number of confirmed Ebola cases",Guinea,2014-11-12,1612.0
"Cumulative number of probable Ebola cases",Guinea,2014-11-12,208.0
"Cumulative number of suspected Ebola cases",Guinea,2014-11-12,58.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-12,1878.0
"Cumulative number of confirmed Ebola cases",Liberia,2014-11-12,2553.0
"Cumulative number of probable Ebola cases",Liberia,2014-11-12,1687.0
"Cumulative number of suspected Ebola cases",Liberia,2014-11-12,2582.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-12,6822.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2014-11-12,4523.0
"Cumulative number of probable Ebola cases","Sierra Leone",2014-11-12,79.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2014-11-12,766.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2014-11-12,5368.0
"Cumulative number of confirmed Ebola cases",Mali,2014-11-12,2.0
"Cumulative number of probable Ebola cases",Mali,2014-11-12,2.0
"Cumulative number of suspected Ebola cases",Mali,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-12,4.0
"Cumulative number of confirmed Ebola cases",Spain,2014-11-12,1.0
"Cumulative number of probable Ebola cases",Spain,2014-11-12,0.0
"Cumulative number of suspected Ebola cases",Spain,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-12,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2014-11-12,4.0
"Cumulative number of probable Ebola cases","United States of America",2014-11-12,0.0
"Cumulative number of suspected Ebola cases","United States of America",2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2014-11-12,4.0
"Cumulative number of confirmed Ebola cases",Nigeria,2014-11-12,19.0
"Cumulative number of probable Ebola cases",Nigeria,2014-11-12,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-12,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2014-11-12,1.0
"Cumulative number of probable Ebola cases",Senegal,2014-11-12,0.0
"Cumulative number of suspected Ebola cases",Senegal,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-12,1.0
"Number of confirmed Ebola cases in the last 21 days",Guinea,2014-11-12,313.0
"Number of probable Ebola cases in the last 21 days",Guinea,2014-11-12,12.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Guinea,2014-11-12,325.0
"Number of confirmed Ebola cases in the last 21 days",Liberia,2014-11-12,335.0
"Number of probable Ebola cases in the last 21 days",Liberia,2014-11-12,131.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days",Liberia,2014-11-12,466.0
"Number of confirmed Ebola cases in the last 21 days","Sierra Leone",2014-11-12,1197.0
"Number of probable Ebola cases in the last 21 days","Sierra Leone",2014-11-12,14.0
"Number of confirmed, probable and suspected Ebola cases in the last 21 days","Sierra Leone",2014-11-12,1211.0
"Cumulative number of confirmed Ebola deaths",Guinea,2014-11-12,934.0
"Cumulative number of probable Ebola deaths",Guinea,2014-11-12,208.0
"Cumulative number of suspected Ebola deaths",Guinea,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-12,1142.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-12,2836.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2014-11-12,960.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2014-11-12,174.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2014-11-12,35.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2014-11-12,1169.0
"Cumulative number of confirmed Ebola deaths",Mali,2014-11-12,2.0
"Cumulative number of probable Ebola deaths",Mali,2014-11-12,2.0
"Cumulative number of suspected Ebola deaths",Mali,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-12,4.0
"Cumulative number of confirmed Ebola deaths",Spain,2014-11-12,0.0
"Cumulative number of probable Ebola deaths",Spain,2014-11-12,0.0
"Cumulative number of suspected Ebola deaths",Spain,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-12,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2014-11-12,1.0
"Cumulative number of probable Ebola deaths","United States of America",2014-11-12,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2014-11-12,1.0
"Cumulative number of confirmed Ebola deaths",Nigeria,2014-11-12,7.0
"Cumulative number of probable Ebola deaths",Nigeria,2014-11-12,1.0
"Cumulative number of suspected Ebola deaths",Nigeria,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2014-11-12,8.0
"Cumulative number of confirmed Ebola deaths",Senegal,2014-11-12,0.0
"Cumulative number of probable Ebola deaths",Senegal,2014-11-12,0.0
"Cumulative number of suspected Ebola deaths",Senegal,2014-11-12,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2014-11-12,0.0
"Cumulative number of confirmed Ebola cases",Guinea,2014-11-14,1647.0
"Cumulative number of probable Ebola cases",Guinea,2014-11-14,208.0
"Cumulative number of suspected Ebola cases",Guinea,2014-11-14,64.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2014-11-14,1919.0
"Cumulative number of confirmed Ebola cases",Liberia,2014-11-14,2562.0
"Cumulative number of probable Ebola cases",Liberia,2014-11-14,1716.0
"Cumulative number of suspected Ebola cases",Liberia,2014-11-14,2600.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Liberia,2014-11-14,6878.0
"Cumulative number of confirmed Ebola cases","Sierra Leone",2014-11-14,4683.0
"Cumulative number of probable Ebola cases","Sierra Leone",2014-11-14,79.0
"Cumulative number of suspected Ebola cases","Sierra Leone",2014-11-14,824.0
"Cumulative number of confirmed, probable and suspected Ebola cases","Sierra Leone",2014-11-14,5586.0
"Cumulative number of confirmed Ebola cases",Mali,2014-11-14,3.0
"Cumulative number of probable Ebola cases",Mali,2014-11-14,1.0
"Cumulative number of suspected Ebola cases",Mali,2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Mali,2014-11-14,4.0
"Cumulative number of confirmed Ebola cases",Spain,2014-11-14,1.0
"Cumulative number of probable Ebola cases",Spain,2014-11-14,0.0
"Cumulative number of suspected Ebola cases",Spain,2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Spain,2014-11-14,1.0
"Cumulative number of confirmed Ebola cases","United States of America",2014-11-14,4.0
"Cumulative number of probable Ebola cases","United States of America",2014-11-14,0.0
"Cumulative number of suspected Ebola cases","United States of America",2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases","United States of America",2014-11-14,4.0
"Cumulative number of confirmed Ebola cases",Nigeria,2014-11-14,19.0
"Cumulative number of probable Ebola cases",Nigeria,2014-11-14,1.0
"Cumulative number of suspected Ebola cases",Nigeria,2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Nigeria,2014-11-14,20.0
"Cumulative number of confirmed Ebola cases",Senegal,2014-11-14,1.0
"Cumulative number of probable Ebola cases",Senegal,2014-11-14,0.0
"Cumulative number of suspected Ebola cases",Senegal,2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Senegal,2014-11-14,1.0
"Cumulative number of confirmed Ebola deaths",Guinea,2014-11-14,958.0
"Cumulative number of probable Ebola deaths",Guinea,2014-11-14,208.0
"Cumulative number of suspected Ebola deaths",Guinea,2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2014-11-14,1166.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2014-11-14,2812.0
"Cumulative number of confirmed Ebola deaths","Sierra Leone",2014-11-14,978.0
"Cumulative number of probable Ebola deaths","Sierra Leone",2014-11-14,174.0
"Cumulative number of suspected Ebola deaths","Sierra Leone",2014-11-14,35.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","Sierra Leone",2014-11-14,1187.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2014-11-14,3.0
"Cumulative number of confirmed Ebola deaths",Spain,2014-11-14,0.0
"Cumulative number of probable Ebola deaths",Spain,2014-11-14,0.0
"Cumulative number of suspected Ebola deaths",Spain,2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2014-11-14,0.0
"Cumulative number of confirmed Ebola deaths","United States of America",2014-11-14,1.0
"Cumulative number of probable Ebola deaths","United States of America",2014-11-14,0.0
"Cumulative number of suspected Ebola deaths","United States of America",2014-11-14,0.0
"Cumulative number of confirmed, probable and suspected Ebola deaths","United States of America",2014-11-14,1.0
